text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
la liina 2: vvaselina xurge din lagar|La linia 2: vaselina curge din lagar.|scurgere_lichide|Mecanic|mica|2026-01-09
defectiune camra compresoarre: ping timeout.|Defectiune camera compresoare: ping timeout.|conectivitate_retea|Software|mica|2026-02-04
la camera compresoard: nu ede stick-ul usbb.|La camera compresoare: nu vede stick-ul USB.|hardware_it|Software|medie|2025-12-27
la ozna ambalare: contactul nu cupleaza.|La zona ambalare: contactul nu cupleaza.|componente_automatizare|Electric|mica|2026-01-10
la linia 2: nu vede tsick-ul usb.|La linia 2: nu vede stick-ul USB.|hardware_it|Software|critica|2026-01-23
verificati ncc mazak, contacul nu upleaza|Verificati cnc mazak, contactul nu cupleaza|componente_automatizare|Electric|mica|2025-12-28
verificati statiw vopsire,vvaselina curge dni laagar|Verificati statia vopsire, vaselina curge din lagar|scurgere_lichide|Mecanic|critica|2025-12-25
mmerge grue! cod de eroare 404 la ccnc mazak|merge greu! cod de eroare 404 la cnc mazak|bug_aplicatie|Software|medie|2026-01-01
nota infromativa! eroarr pe ecran la camera compresoare|nota informativa! eroare pe ecran la camera compresoare|bug_aplicatie|Software|mica|2025-12-19
defectiue linia 2: invertorul e in avarie.|Defectiune linia 2: invertorul e in avarie.|componente_automatizare|Electric|medie|2026-01-18
la camra compersoare: pata mare de ulei pe joos.|La camera compresoare: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|critica|2026-01-03
vibartii puternice la ax zona linia 2|vibratii puternice la ax zona linia 2|uzura_fizica|Mecanic|critica|2026-02-08
merge ggreu! picurra apa din racire la robot ukka|merge greu! picura apa din racire la robot kuka|scurgere_lichide|Mecanic|medie|2025-12-19
defetiune robot kuka: valva hiraulica blocataa.|Defectiune robot kuka: valva hidraulica blocata.|blocaj_mecanic|Mecanic|critica|2026-01-16
verificati cuptor tratameng, nu ccomunica cu srrverul|Verificati cuptor tratament, nu comunica cu serverul|conectivitate_retea|Software|critica|2026-01-28
senzr ptoximitate lovit zona statia vopsire|senzor proximitate lovit zona statia vopsire|senzori_instrumentatie|Electric|mica|2025-12-11
defecttiune presa hidraulica: adesa ip conflict.|Defectiune presa hidraulica: adresa IP conflict.|conectivitate_retea|Software|medie|2025-12-12
vrrificati presa hidraulicaa, rulment spatr|Verificati presa hidraulica, rulment spart|uzura_fizica|Mecanic|mica|2026-01-04
toucshcreen-ul nu raspunde la atingere zoa camers compresoare|touchscreen-ul nu raspunde la atingere zona camera compresoare|hardware_it|Software|mica|2026-01-18
la cameera compresoar: vaselina curge din lagar.|La camera compresoare: vaselina curge din lagar.|scurgere_lichide|Mecanic|medie|2026-02-08
la orbot kuka: erare pe ecrn.|La robot kuka: eroare pe ecran.|bug_aplicatie|Software|critica|2025-12-22
cand se poate! vasekina curge din lagar la statia vopsrie|cand se poate! vaselina curge din lagar la statia vopsire|scurgere_lichide|Mecanic|mica|2026-01-16
cand se poaate! angrenaj gripat la statis vopsire|cand se poate! angrenaj gripat la statia vopsire|blocaj_mecanic|Mecanic|mica|2026-01-08
verificati robot kuka, termocupla defecta|Verificati robot kuka, termocupla defecta|senzori_instrumentatie|Electric|mica|2025-12-25
zgomot ciudat! zzgomot de polizare la cammera compresoare|zgomot ciudat! zgomot de polizare la camera compresoare|uzura_fizica|Mecanic|medie|2026-01-04
verificati sttatia voosire, vibratii puternicee la ax|Verificati statia vopsire, vibratii puternice la ax|uzura_fizica|Mecanic|medie|2026-01-28
ecrna nrgru complet zona robot kua|ecran negru complet zona robot kuka|hardware_it|Software|mica|2026-01-14
tansformator supraincalzit zona linia 1|transformator supraincalzit zona linia 1|componente_automatizare|Electric|mica|2025-12-21
curea rupta la zona expeditie. mentenantaa preventiav|curea rupta la zona expeditie. mentenanta preventiva|uzura_fizica|Mecanic|mica|2026-01-26
veificati zona ambalare, susa de zlimentare arsa|Verificati zona ambalare, sursa de alimentare arsa|alimentare_curent|Electric|mica|2025-12-26
rulment spart zona linia 1|rulment spart zona linia 1|uzura_fizica|Mecanic|mica|2026-02-05
scurtcircuit cu flama la magazie piese. merge greu|scurtcircuit cu flama la magazie piese. merge greu|alimentare_curent|Electric|medie|2026-01-28
la linka 2: releu srs in tbalou.|La linia 2: releu ars in tablou.|componente_automatizare|Electric|critica|2026-02-09
verificti linia 2, dateel nu se actualizezaa|Verificati linia 2, datele nu se actualizeaza|bug_aplicatie|Software|critica|2025-12-20
incendiu! usa de prtoectie intpenita la robot kuka|INCENDIU! usa de protectie intepenita la robot kuka|blocaj_mecanic|Mecanic|critica|2026-01-16
trebuie verifict! senzor proximitatte lovit la ciptor tratament|trebuie verificat! senzor proximitate lovit la cuptor tratament|senzori_instrumentatie|Electric|medie|2026-02-06
defectiune cuptor tratmaent: valoare zero la senzro tempratura.|Defectiune cuptor tratament: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|critica|2026-01-15
incendiu! bgu in soft la salvare la robot kuka|INCENDIU! bug in soft la salvare la robot kuka|bug_aplicatie|Software|critica|2025-12-16
variatorul de turatie e rrosu la rbot sudura. trebuie verifciat|variatorul de turatie e rosu la robot sudura. trebuie verificat|componente_automatizare|Electric|medie|2026-01-22
defectiune magazie piese: invertorul e in avarie.|Defectiune magazie piese: invertorul e in avarie.|componente_automatizare|Electric|medie|2025-12-20
la cyptor tratament: contactul nu cupleazs.|La cuptor tratament: contactul nu cupleaza.|componente_automatizare|Electric|mica|2026-01-20
zgomot cjudat! butonul de sart e gri (inativ) la robto kuuka|zgomot ciudat! butonul de start e gri (inactiv) la robot kuka|bug_aplicatie|Software|medie|2026-01-08
verificati robot suddura, fotocelulz murdara|Verificati robot sudura, fotocelula murdara|senzori_instrumentatie|Electric|medie|2026-02-03
valiare zero la senzor temperatura la liina 2. zgomot ciufat|valoare zero la senzor temperatura la linia 2. zgomot ciudat|senzori_instrumentatie|Electric|medie|2026-01-14
verificati linai 1, ecrn negru complet|Verificati linia 1, ecran negru complet|hardware_it|Software|critica|2026-01-06
scurgere de ulei aub utilaj la linia 2. verificati cand puteti|scurgere de ulei sub utilaj la linia 2. verificati cand puteti|scurgere_lichide|Mecanic|medie|2025-12-23
cand se poate! usa de protectie intepenita la sattia opsire|cand se poate! usa de protectie intepenita la statia vopsire|blocaj_mecanic|Mecanic|mica|2025-12-19
veriricati cuptor trataament, pierdere pachete daet|Verificati cuptor tratament, pierdere pachete date|conectivitate_retea|Software|critica|2025-12-17
azul motorului e blocat zonna presa hidraulica|axul motorului e blocat zona presa hidraulica|blocaj_mecanic|Mecanic|medie|2025-12-31
footocelula murdarra zona magaziie piese|fotocelula murdara zona magazie piese|senzori_instrumentatie|Electric|mica|2026-01-15
defectiune cuptor tratament: nu comunica cu esrverul.|Defectiune cuptor tratament: nu comunica cu serverul.|conectivitate_retea|Software|medie|2025-12-19
veeificati robot sudura, releu ars in tablou|Verificati robot sudura, releu ars in tablou|componente_automatizare|Electric|medie|2025-12-23
verificati zona expediie,ping timmeout|Verificati zona expeditie, ping timeout|conectivitate_retea|Software|mica|2026-02-06
nu e graba! se aude urat un motor la uptor tratament|nu e graba! se aude urat un motor la cuptor tratament|uzura_fizica|Mecanic|mica|2026-01-15
termmocupla defecya la cnc mmazak. urggent|termocupla defecta la cnc mazak. URGENT|senzori_instrumentatie|Electric|critica|2026-01-13
rulment spart la sttaia vopxire. linie oprtia|rulment spart la statia vopsire. LINIE OPRITA|uzura_fizica|Mecanic|critica|2025-12-12
la cuptorr tratamet: ping timeout.|La cuptor tratament: ping timeout.|conectivitate_retea|Software|mica|2026-01-21
incetineste productia! rold blocate la banda la cupyor tratament|incetineste productia! role blocate la banda la cuptor tratament|blocaj_mecanic|Mecanic|medie|2026-02-06
defectiuune robor kuk:a nu avem retea la hmi.|Defectiune robot kuka: nu avem retea la hmi.|conectivitate_retea|Software|medie|2026-01-12
verifiacti zona ambalare,pistonul nu mai revine|Verificati zona ambalare, pistonul nu mai revine|blocaj_mecanic|Mecanic|medie|2026-01-19
verificati zona expeditie,ngrenaj gripat|Verificati zona expeditie, angrenaj gripat|blocaj_mecanic|Mecanic|medie|2025-12-25
la zonaa expeditie: eroare pe ecran.|La zona expeditie: eroare pe ecran.|bug_aplicatie|Software|medie|2025-12-22
touchscreen-ul nu raspunde la atnigere zona prsa hidrauliica|touchscreen-ul nu raspunde la atingere zona presa hidraulica|hardware_it|Software|mica|2025-12-11
la znoa ambalare: banda trransportoare sfiasiata.|La zona ambalare: banda transportoare sfiasiata.|uzura_fizica|Mecanic|mica|2026-01-04
la cuptor tratament: variatorul de turatie e roosu.|La cuptor tratament: variatorul de turatie e rosu.|componente_automatizare|Electric|mica|2026-01-08
csnd se poaet! lant rupt la camera compresoate|cand se poate! lant rupt la camera compresoare|uzura_fizica|Mecanic|mica|2025-12-12
la cuptor tratament: invrtorul e in avariee.|La cuptor tratament: invertorul e in avarie.|componente_automatizare|Electric|critica|2026-01-12
pierdee lichi hidraulic la cuptor tratament. notta informativa|pierde lichid hidraulic la cuptor tratament. nota informativa|scurgere_lichide|Mecanic|mica|2026-01-23
la magazie piese: pata mare de ylei pe jos.|La magazie piese: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|medie|2026-02-08
nu vede stick-ul usb la magazie piese. pericoo|nu vede stick-ul USB la magazie piese. PERICOL|hardware_it|Software|critica|2026-02-07
defectiune presa hidraulica: encoderlu da eroare pozitie.|Defectiune presa hidraulica: encoderul da eroare pozitie.|senzori_instrumentatie|Electric|mica|2026-01-28
urgent! bue screen la pornire la linia 2|URGENT! blue screen la pornire la linia 2|bug_aplicatie|Software|critica|2026-02-08
fermocupla defecta la zona ambapare. mentenanta preventiiva|termocupla defecta la zona ambalare. mentenanta preventiva|senzori_instrumentatie|Electric|mica|2025-12-21
invertorlu e in avarie la robot sudura. merge greu|invertorul e in avarie la robot sudura. merge greu|componente_automatizare|Electric|medie|2025-12-11
defectiune magazie piese: pistonul nu mai revine.|Defectiune magazie piese: pistonul nu mai revine.|blocaj_mecanic|Mecanic|critica|2025-12-11
vrrificati zona amblaare, pierde lichis hidrauliic|Verificati zona ambalare, pierde lichid hidraulic|scurgere_lichide|Mecanic|medie|2025-12-12
la statia vopsire: pierdere pachete date.|La statia vopsire: pierdere pachete date.|conectivitate_retea|Software|medie|2026-01-20
la linia 2: footocelula murdara.|La linia 2: fotocelula murdara.|senzori_instrumentatie|Electric|medie|2026-02-06
ping timeout la cuptor tratament. verificare vizuala|ping timeout la cuptor tratament. verificare vizuala|conectivitate_retea|Software|mica|2026-02-08
fum! curea rupta la magazie piese|FUM! curea rupta la magazie piese|uzura_fizica|Mecanic|critica|2025-12-11
verificati cyptor tratament, variattorul de turatie e rossu|Verificati cuptor tratament, variatorul de turatie e rosu|componente_automatizare|Electric|mica|2025-12-23
verificare vizuaala! vaselina cuurge idn laar la staia vopsire|verificare vizuala! vaselina curge din lagar la statia vopsire|scurgere_lichide|Mecanic|mica|2025-12-13
verificati cupror tratament, datele nu se actualizeaza|Verificati cuptor tratament, datele nu se actualizeaza|bug_aplicatie|Software|medie|2026-01-28
fum! siguranta sarita la zzona ambalare|FUM! siguranta sarita la zona ambalare|alimentare_curent|Electric|critica|2026-01-25
baloare zero la senzor temperatura zona zona ambalare|valoare zero la senzor temperatura zona zona ambalare|senzori_instrumentatie|Electric|medie|2026-02-06
la rbot kuka: vaselina cure din lagar.|La robot kuka: vaselina curge din lagar.|scurgere_lichide|Mecanic|critica|2025-12-13
zgomot ciudat! lant rupt la zon expediitie|zgomot ciudat! lant rupt la zona expeditie|uzura_fizica|Mecanic|medie|2026-02-03
defectiune magazie piiese: patw mare de ulei pe jos.|Defectiune magazie piese: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|critica|2025-12-23
la amgazie iese: adresa ip conflict.|La magazie piese: adresa IP conflict.|conectivitate_retea|Software|critica|2025-12-28
linie oprita! cod de eroare 404 la zona expeditie|LINIE OPRITA! cod de eroare 404 la zona expeditie|bug_aplicatie|Software|critica|2025-12-28
nu se aprinde beclu de control la camra compressoare. verificati cad puteti|nu se aprinde becul de control la camera compresoare. verificati cand puteti|alimentare_curent|Electric|medie|2026-01-31
la linia 1: flucutatii de tenisune.|La linia 1: fluctuatii de tensiune.|alimentare_curent|Electric|mica|2025-12-18
cand se oate! usa de protectie intepenitaa la libia 2|cand se poate! usa de protectie intepenita la linia 2|blocaj_mecanic|Mecanic|mica|2026-01-15
verificati robot kuka, picura apa din racire|Verificati robot kuka, picura apa din racire|scurgere_lichide|Mecanic|critica|2026-02-06
cand se poate! pata mare de lei pe jso la zona ambalaer|cand se poate! pata mare de ulei pe jos la zona ambalare|scurgere_lichide|Mecanic|mica|2025-12-25
s-a locat bratul robotic zona robot suddura|s-a blocat bratul robotic zona robot sudura|blocaj_mecanic|Mecanic|critica|2025-12-15
verificati cuptor tratamebt, ax descentrat|Verificati cuptor tratament, ax descentrat|uzura_fizica|Mecanic|critica|2025-12-23
trebuie verifciat! nu mai culiseaza sanai la liniia 1|trebuie verificat! nu mai culiseaza sania la linia 1|blocaj_mecanic|Mecanic|medie|2026-01-14
valva hidraulica blocata zona cuptor tratmaent|valva hidraulica blocata zona cuptor tratament|blocaj_mecanic|Mecanic|medie|2026-01-03
adresa ip conflict sona presa hidraulica|adresa IP conflict zona presa hidraulica|conectivitate_retea|Software|critica|2025-12-30
la linia 1: encoderul da eroare poztiie.|La linia 1: encoderul da eroare pozitie.|senzori_instrumentatie|Electric|critica|2026-02-09
verificati caamera comprsoare, ncoderul da eroar pozitie|Verificati camera compresoare, encoderul da eroare pozitie|senzori_instrumentatie|Electric|critica|2026-01-25
touchsceen-ul nu raspunde la atingere la camera compresoare. trebuie verificat|touchscreen-ul nu raspunde la atingere la camera compresoare. trebuie verificat|hardware_it|Software|medie|2026-01-20
la cuptod tratament: vaseliha curge din lagar.|La cuptor tratament: vaselina curge din lagar.|scurgere_lichide|Mecanic|medie|2026-01-07
eroare cittire debitmetru zona cnc mzaak|eroare citire debitmetru zona cnc mazak|senzori_instrumentatie|Electric|medie|2025-12-25
la zona exepditie: scurtcircuit cu flama.|La zona expeditie: scurtcircuit cu flama.|alimentare_curent|Electric|critica|2025-12-26
verificati presa hidraulica, bataie in reductor|Verificati presa hidraulica, bataie in reductor|uzura_fizica|Mecanic|medie|2025-12-31
nu avvem retea la hmi la cjptor tratament. pericol|nu avem retea la hmi la cuptor tratament. PERICOL|conectivitate_retea|Software|critica|2025-12-21
adreesa ip conflict zona linia 1|adresa IP conflict zona linia 1|conectivitate_retea|Software|critica|2025-12-12
etrmocupla defect la cuptor tratament. nu e graba|termocupla defecta la cuptor tratament. nu e graba|senzori_instrumentatie|Electric|mica|2026-02-02
defectiune orbot sucura: cruea upta.|Defectiune robot sudura: curea rupta.|uzura_fizica|Mecanic|critica|2025-12-31
defctiune camera compresoare: nu se incqrca reteta.|Defectiune camera compresoare: nu se incarca reteta.|bug_aplicatie|Software|critica|2025-12-15
la linia 2: nu comunicaa cu serverul.|La linia 2: nu comunica cu serverul.|conectivitate_retea|Software|mica|2026-01-17
